Belarus,BLR,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.68540204,78.76520311,78.66783844,78.618373,78.6634344,78.89390181,79.22334082,79.6225658,80.07742439,80.44030687,80.96033336,81.44625448,81.79279668,82.02626715,82.19315382,82.30278475,82.49371463,82.62747824,82.71245134,82.73400873,82.71063118,82.75482463,82.74885142,82.70672074,82.65683866,82.60262821,82.67163615,82.00529564,80.60187729,80.46098301
Belize,BLZ,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.69410908,42.74618148,44.00879995,44.41746681,43.84011591,43.88789942,44.20223145,45.48873681,46.76768636,48.04795387,49.33078488,50.63836513,51.95958657,53.29300345,54.63206051,55.97440732,56.22245146,56.52088706,56.866347,57.25287474,57.67039764,58.08559588,58.50395947,58.93577531,59.64251247,60.48455165,62.13617533,61.2567138,61.58081508,61.91332989
Bermuda,BMU,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.881267,69.25505695,69.41821828,69.79966238,70.2090725,70.6030889,70.94805252,71.34009332,71.72249228,72.07120985,72.4851439,73.12119222,73.74730358,74.36168044,74.96160114,75.55008279,76.1278255,74.79637064,75.81331932,76.07904512,75.4949356,75.00548155,72.32136013,73.50236284,74.3729892,68.30431088,72.46457892,74.68654828,78.62087257,78.46612261
Brazil,BRA,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.19693087,50.49976171,52.3701542,54.27940651,56.22370461,58.20064824,58.20417548,58.98011731,60.44756957,62.1353572,63.8698044,65.65399916,67.37876926,68.03863517,69.09864064,70.44768483,70.53597994,70.55551328,70.34696417,71.00278076,69.95960252,68.90816059,69.64180597,69.63764039,69.89399137,70.80484839,71.18428623,72.65480384,73.18084815,73.15322407
Barbados,BRB,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.83696889,80.37176763,80.38692955,81.1399249,81.86196002,82.26880841,85.84694414,83.60384613,83.76744955,83.93467005,84.11772469,84.23954463,84.35990943,84.4764199,84.8175008,85.07724501,85.3289257,85.56155144,85.78796586,86.01957861,86.86173494,86.68251444,86.27819555,87.8028627,89.66407717,88.54446269,88.89792125,89.17858114,89.22705108,89.30789193
Brunei Darussalam,BRN,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.16498924,56.56125574,57.9821286,59.4229534,60.90752776,62.44516958,63.83600383,65.28790627,66.82564731,68.39026143,69.91592069,71.15523365,71.44968709,71.74127855,72.07604917,72.47121976,73.19112603,73.87661379,74.50825026,75.08940776,75.66117351,76.34176343,77.07266014,77.83657035,78.60724799,79.37272406,80.17476291,80.98286485,81.17487633,81.35805436
Bhutan,BTN,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.52653233,74.40562668,74.34316197,74.32326844,74.32325663,74.33975907,75.12384109,76.09041216,77.19131964,78.40947965,79.73416643,81.31040138,82.8506211,84.28208215,85.54414095,86.61399335,87.2984835,87.98826816,88.66853795,89.30855282,87.66043519,86.46491945,95.57899676,80.84515163,76.69970188,80.23696688,80.42114769,80.40444929,80.22404909,80.14759734
Botswana,BWA,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.62656932,63.26706765,63.85492424,64.47394634,65.22248771,66.151064,66.86026265,67.7776378,68.73481422,70.5665338,72.81870689,73.72748134,74.59053258,75.42529403,76.24331791,77.04729112,77.8333347,78.84723752,79.86513064,80.88588229,80.46606085,80.72911671,81.88056738,83.48525857,83.5971956,83.61342003,83.9731884,84.39917368,84.93254234,85.01521206
Central African Republic,CAF,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.72872832,80.70110097,80.69634645,80.78618931,80.95349825,81.18571917,81.15116596,81.20977315,81.31133719,81.45371693,81.60587188,81.45861096,81.39086881,81.3376888,81.36704764,81.386433,81.15419998,80.95943129,80.81300848,80.78146022,80.84582121,80.44099563,80.14949239,79.79428766,79.69608012,79.68664867,80.0133738,80.40995465,80.86426684,80.77617536
Canada,CAN,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.1739316,77.16164472,77.6382542,77.93302059,77.94524654,78.55749733,78.87167541,79.26826349,80.20437654,80.6236201,81.31360628,81.85718734,82.65693579,83.56179845,83.989856,83.95332281,84.87479173,85.54214568,85.41362949,86.22966123,86.6057537,86.44100805,86.8877871,87.17123124,86.74562404,86.29511773,86.77436275,87.1694732,87.55096568,87.6321643
Central Europe and the Baltics,CEB,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.17581043,78.01006597,78.01420006,77.85704884,77.75023903,77.24867997,76.67923022,76.85011274,76.90254272,77.34872578,77.80853072,78.07185799,77.18495332,76.86522106,76.40476876,75.90059445,75.75845858,75.1760704,74.81459082,75.05014085,75.34013938,75.46281934,75.65395884,75.52653498,75.47534056,75.27502525,75.13245091,75.25170154,75.21517591,75.20227269
Switzerland,CHE,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.06777575,70.38730099,71.40395896,71.08968675,70.68041649,70.52913554,72.19962563,72.65698346,74.18704518,74.66886908,74.39633198,76.27110166,77.4811781,77.76704973,78.15685339,79.25915888,79.49554631,79.35822312,81.51227876,81.95557141,80.65323643,81.2057764,81.93245368,82.69248789,83.68908559,84.08067844,84.51378229,84.24961964,85.03587765,85.28893511
Channel Islands,CHI,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.00198965,64.71562753,64.95639173,65.47684606,66.88314247,66.86738231,66.55875543,67.28354634,68.3641915,69.9435265,70.52204361,70.95544087,71.99608123,72.60672045,72.25931654,72.71289956,73.47420162,73.71546273,73.79183788,73.89673802,74.98967289,73.26357496,73.9464117,74.77872421,75.17736444,75.92311012,76.6412925,76.83983966,76.8495141,76.95983383
Chile,CHL,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.6453498,43.39196691,44.47826137,45.26037223,45.92199039,46.92870379,47.79545113,49.35248853,49.74580422,50.12724951,50.76721067,50.01469622,50.20809354,52.4095514,54.70668331,55.93978489,56.59659417,58.00609919,60.66464132,61.85341229,62.85002216,64.92722291,65.54808588,66.31273226,67.22298077,67.06077833,67.86965054,68.77931544,69.87084299,70.02095492
China,CHN,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.40782003,86.31845697,86.19334463,86.04286625,85.88929446,85.74398266,85.62286459,85.50665614,85.40381113,85.33100986,85.29728983,84.98628892,84.68207523,84.36211287,84.01474974,83.64241019,83.26039166,82.88164196,82.50535518,82.12786983,81.73873874,81.62614929,81.54040171,81.4915146,81.40920363,81.28064075,81.12692159,80.92009963,80.66455058,80.30793972
Cote d'Ivoire,CIV,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.26307096,57.37745462,57.58543028,57.86100522,58.17338421,58.54327435,58.62403459,58.70834118,58.83547429,59.28688909,59.75981622,60.25995054,60.79487751,61.36189755,61.96375487,62.59843859,63.26581932,63.96995234,64.71199932,65.49006478,66.30855108,67.17716355,68.08786819,69.04273356,70.04337882,71.09078497,72.19706805,72.68523638,73.20044562,73.47726705
Cameroon,CMR,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.81482808,89.69017205,89.62935514,89.59832601,89.68630315,89.84327458,89.95409014,90.1318367,90.3580663,90.61075563,90.86929323,91.01422535,91.16165507,91.31261685,91.47965447,91.62185837,91.65046187,91.71999585,90.18822252,88.52554138,86.73576532,86.76611953,86.81759438,86.89968548,87.02044717,87.18423892,87.3415287,87.53763946,87.77556699,87.6794119
"Congo, Dem. Rep.",COD,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.76629427,99.20592039,98.6593896,98.11866898,97.8970746,97.91298775,97.61842069,97.37074735,97.30990374,97.25388501,97.14918004,96.91958557,96.82024261,96.78835582,96.80426909,96.83372833,96.12339535,95.38655491,94.620506,93.82519405,93.0019041,92.13701392,91.24995815,91.25149645,91.34024183,91.46503713,91.44530427,91.55026784,91.77901248,91.64063124
"Congo, Rep.",COG,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.27573596,91.65240753,92.08445854,92.4632606,92.7210939,93.12451656,93.45287218,93.63720141,93.8731831,93.95473889,94.2284972,94.27308466,94.35326231,94.35018041,94.36671489,94.41897365,94.51014563,94.39376232,94.40771432,94.48422415,94.64699784,94.3190025,94.11503462,94.00218469,94.04935008,94.07864269,94.11069337,94.21585523,94.49957086,94.58792392
Colombia,COL,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.4962301,60.75901124,61.17670696,61.7137161,62.31662913,62.91384395,63.25037114,63.76868709,64.08542871,63.98150197,64.4652076,64.87752192,65.51428624,66.62844156,65.49225456,64.67552686,64.18254718,63.70689738,64.02366824,66.82969942,68.26483638,68.82114388,70.25533634,70.69818161,70.63517536,71.2868177,71.27171623,71.29328587,70.75058447,70.8869975
Comoros,COM,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.90069997,57.6250232,57.86489961,58.08295687,58.19389956,58.68412917,59.06539595,59.68377855,60.31925848,61.06766964,62.16622502,62.91609436,63.7554254,64.63560749,65.50454507,66.35612467,67.02493088,67.60357613,68.26973451,68.87584411,69.47876678,69.93315639,70.35740332,70.83501219,71.23932151,71.63840849,71.98572898,72.44944825,72.99686713,73.24550127
Cabo Verde,CPV,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.62132098,50.29124842,50.97130547,51.67753746,52.42777128,53.23706356,54.04062565,54.9006592,55.81540001,56.76774056,57.7498362,58.76228327,59.79051008,60.83064966,61.87923144,62.94146737,63.75396773,64.55706607,65.35010741,66.15555261,66.99846269,68.42714613,69.91159372,71.44255937,72.99750055,74.55877563,76.18292933,77.82904902,78.62965572,78.95967678
Costa Rica,CRI,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.25329994,40.904476,40.66554207,41.52235598,42.9036662,43.64249971,42.99401714,46.10863871,48.76874251,49.37458816,48.02051294,52.3057567,52.42140428,52.82240473,51.44566694,55.5960601,55.87077698,56.91310061,58.09387888,59.59653368,59.18188693,60.33712107,65.01335717,64.82015048,64.04952648,64.05834832,60.61298155,60.75137465,62.80112824,63.1451226
Caribbean small states,CSS,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.79183917,68.85781792,69.95815159,71.05850517,71.51573215,70.89673738,70.81763509,69.73419522,68.68108975,68.41102933,68.04009727,68.1773815,68.35147009,68.9622096,69.87490594,70.92471342,71.4199673,71.25067363,71.94356831,71.82870525,72.43070321,72.92368608,73.70474195,74.49415067,74.54836077,74.33877005,75.72065712,76.19098648,76.01456715,76.21815537
Cuba,CUB,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.16887143,56.44081145,55.8618645,55.40367828,55.01719081,54.60895611,53.73838526,53.45478081,53.74764712,53.50946865,53.60209073,53.51399464,53.79673223,54.48923252,55.05957837,57.03315888,59.15988631,60.78104969,61.14514116,61.58301139,61.44601658,61.86503876,61.83235073,61.78715324,61.62621964,61.91881489,61.83504935,61.35076016,61.14020573,60.91628666
Curacao,CUW,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.8965623,63.33106532,65.10105246,63.39787586,66.08588219,64.55921396,64.91688359,68.08967121,67.91218451,67.72448529,68.98808655,72.27394664,73.74080229,74.66546879,73.98129099,73.21946764,74.88199305,76.80901234,77.98854692,79.84315918,81.61077338,81.52113173,80.73838821,81.31620759,84.11993958,85.84288464,85.00753415,84.99160833,84.30475812,84.62089737
Czech Republic,CZE,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.37799775,73.21343453,73.36751805,73.48053761,73.72540406,73.32192273,72.66851172,73.33190515,73.72373352,74.40924582,74.52081731,74.35492109,73.84804662,74.71496826,74.19236895,73.73687083,73.78339493,72.92529022,72.39002031,72.58598729,72.45180457,73.25676387,73.95819797,74.815845,74.57021936,75.34910809,75.87026171,76.42122587,77.01945529,77.22909766
Germany,DEU,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.31291117,66.23253173,67.08821537,67.28001942,68.29657825,68.9035809,69.41325214,70.20686017,70.82043947,71.81721289,72.39017261,73.42362084,74.41085774,75.27382486,75.55771439,75.9645035,77.20114389,77.83133038,78.11755199,78.88451676,79.40384327,80.34766736,80.52739529,81.34290385,81.73651237,82.21952871,82.67498257,82.9722013,82.85950124,83.03913393
Djibouti,DJI,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.50632768,56.4439912,56.7616739,57.30562764,57.84823871,58.15414089,58.63301449,58.88229208,59.0377731,59.36600507,59.96912117,60.38270655,61.06743978,61.92489043,62.78401821,63.59159895,64.80339793,66.03115531,67.330994,68.63521734,69.90711532,70.61441199,71.15010078,71.57335595,72.00217923,72.49676741,72.71049434,73.11253782,73.61720684,73.71496572
Dominica,DMA,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
